id,Completed,Last page seen,Start language,0,Course type,Course name,1.1.1 [Other],1.1.2,1.1.2 [Other],Graduated,Start year,Finish year,1.4.1 [University 1] Name,1.4.1 [University 2] Name,1.4.1 [University 3] Name,Nationality,Other nationality,Second nationality,Age,Gender,2.1.4 [Housing],2.1.4 [Visa/Residence Permit],2.1.4 [Banking],2.1.4 [Language Courses],2.1.4 [Health/Insurance],2.1.4 [Recreation],2.1.4 [Issues related to your family and their relocation],2.1.4 [Estimation of living expenses],2.1.4 [Local Transportation],2.1.5 [Housing],2.1.5 [Visa/Residence Permit],2.1.5 [Banking],2.1.5 [Language Courses],2.1.5 [Health/Insurance],2.1.5 [Recreation],2.1.5 [Issues related to your family and their relocation],2.1.5 [Estimation of living expenses],2.1.5 [Local Transportation],2.1.6 [Housing],2.1.6 [Visa/Residence Permit],2.1.6 [Banking],2.1.6 [Language Courses],2.1.6 [Health/Insurance],2.1.6 [Recreation],2.1.6 [Issues related to your family and their relocation],2.1.6 [Estimation of living expenses],2.1.6 [Local Transportation],2.2.4 [Enrolling in classes ],2.2.4 [Performance Reqs.],2.2.4 [Standards of Behaviour],2.2.4 [Evaluation Methods and Timetable],2.2.4 [Course Content],2.2.4 [Fieldwork],2.2.5 [Enrolling in classes ],2.2.5 [Performance Reqs.],2.2.5 [Standards of Behaviour],2.2.5 [Evaluation Methods and Timetable],2.2.5 [Course Content],2.2.5 [Fieldwork],2.2.6 [Enrolling in classes ],2.2.6 [Performance Reqs.],2.2.6 [Standards of Behaviour],2.2.6 [Evaluation Methods and Timetable],2.2.6 [Course Content],2.2.6 [Fieldwork],2.3.1 [Faculty],2.3.1 [Course administrators],2.3.1 [University resources],2.3.1 [International Student Office],2.3.1 [Student Associations],2.3.1 [Other Students],2.3.2 [Faculty],2.3.2 [Course administrators],2.3.2 [University resources],2.3.2 [International Student Office],2.3.2 [Student Associations],2.3.2 [Other Students],2.3.3 [Faculty],2.3.3 [Course administrators],2.3.3 [University resources],2.3.3 [International Student Office],2.3.3 [Student Associations],2.3.3 [Other Students],2.5.1 [University 1],2.5.1 [University 2],2.5.1 [University 3],2.5.2. How could your orientation and integration experience (either professional or personal) have been improved in any way?,3.1 [I could approach my course coordinator with questions or problems related to my studies and mobility experience.],3.1 [My course coordinator referred me to appropriate university administrative resources as needed.],3.1 [I felt confident that my course coordinator would follow up on any unresolved administrative issues or questions after addressing these with him/her.],4.1.1. Formalized feedback system: All universities combined,4.1.2. Formalized feedback system: Consortium,4.2.1 [Quality of the courses provided  ],4.2.1 [Quality of the services offered],4.2.2 [Quality of the courses provided  ],4.2.2 [Quality of the services offered],4.2.3 [Quality of the courses provided  ],4.2.3 [Quality of the services offered],4.3. Describe course feedback channels,4.5. Procedure for raising issues with the entire consortium,4.6. Consortium implementing recommendaions given by students,4.6 - Comment,4.7. Recommendation to improve feedback channels,5.1.1 [Academic Support],5.1.1 [Administrative Support],5.1.2 [Academic Support],5.1.2 [Administrative Support],5.1.3 [Academic Support],5.1.3 [Administrative Support],5.2 [My lecturers provided me enough time for individual consultations.],5.2 [My lecturers were available by email and responded in a timely manner.],5.2 [My supervisor provided valuable advice during my thesis work.],5.2 [Standby professors were available for consultation if the lead supervisor was unavailable.],6.1. Awareness over te existance of EMA,6.2. Awareness over the possibility of each course to elect an EMA course representative,6.3. Most important issue to be addressed by course representative,7.1. Three most important aspects of student experience that could be improved,7.2. Additional comments and suggestions,8.1. Overall academic quality,8.2. Overall balance of course workload,8.3. Consistency of assessment,8.4. Quality of internship,8.5. Use of innovative technologies,8.6. Understanding the state of the art of your discipline,8.7. Balance of academic mobility path in relation to academic needs,9.1. Achievement beyond expectations,"9.2. Provision of certificates, transcripts etc",9.3. Enhancement of employment,9.4. Information about degree and certificates,9.5. Provision of soft skills,9.6. Provision of monthly allowance
2125,1980-01-01 00:00:00,13,en,230690BAJE,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Adequate,Adequate,Adequate,Good,Adequate,Inadequate,,Inadequate,Adequate,,,,,,,,,,,,,,,,,,,Good,Adequate,Adequate,Very inadequate,Adequate,Adequate,,,,,,,,,,,,,Good,Good,Adequate,Adequate,Adequate,Inadequate,,,,,,,,,,,,,Good,,,,Strongly agree,Strongly agree,Strongly agree,I am not sure,Yes,,,,,,,I am not sure,,,,,Adequate,Very inadequate,,,,,Neutral,Agree,No answer,No answer,Yes,Yes,,,,Adequate,No answer,Good,No answer,No answer,Excellent,No answer,,,,No answer,No answer,No answer
732,1980-01-01 00:00:00,13,en,231187ALPO,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Adequate,Good,,Adequate,Good,Adequate,,Adequate,Adequate,Excellent,Excellent,,Good,Excellent,Excellent,,Excellent,Good,Excellent,Excellent,Excellent,Good,,Excellent,,Excellent,Good,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Good,Excellent,Excellent,Excellent,Adequate,Adequate,Excellent,Excellent,Excellent,Excellent,Good,Adequate,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Good,More  practical issues related to the stay  in Denmark,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,By personal contact with the consortium or programme coordinator which is quite prompt for any issues concerned.,Yes,"Regarding accommodation issues, courses or schedules.",No particular recommendation.,Adequate,Adequate,Excellent,Excellent,Excellent,Excellent,Agree,Strongly agree,,Agree,Yes,Yes,"Common issues which are usually debated in the class, collegial relationships, carrier development issues as well as course efficiency/inefficiency.",Preparation for the job market. Communication skills. A possibility for employment.,"I would like Universities to be more involved in our future carriers and be able to provide us possibilities for future employment, according to our experience as students, be more engaged with the work force industry.",Excellent,Good,Inadequate,No answer,Adequate,Good,Excellent,,,,Good,Excellent,Adequate
743,1980-01-01 00:00:00,13,en,240587PRKM,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Excellent,Adequate,Excellent,Good,Excellent,Good,,Good,Good,Good,Good,Adequate,Good,Good,Good,,Excellent,Excellent,Adequate,Good,Excellent,Good,Good,,,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,IF visa issues could be tackled better then the timely start and orientation of the programme could have been beneficial to all.,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very strong,"Write to the coordinator of the programme, or approach the individual university coordinators else the supervisors (professors and main academic collaborators) of each university.  there were various persons who could be approached and each was very welcoming and helpful toward our concerns.",Yes,One of our recommendations was to include fieldwork in the first semester and make the study more practical and now the new generation of students is currently being exposed to qualitative research methods by participating in a live project that would enable them to get a feel of the field and prepare them better for research.,I think the programme and alumni is well connected already. From a student perspective i feel that our voices are being heard and efforts are being made to take our feedback and responses seriously. Infact I am very appreciative of their receptiveness towards us.,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,Yes,Concerns over the quality of the programme.,"Visa and paperwork was very stressful, time consuming and expensive Some of the courses can be improved and lecturers could be international oriented.",Some lecturers weren't able to express their themes due to their low proficiency in verbal english.,Good,Excellent,Adequate,No answer,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Adequate
2438,1980-01-01 00:00:00,13,en,250190AGJU,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Good,Adequate,Adequate,Good,Adequate,Adequate,Good,Good,Good,Good,Good,Good,Good,Adequate,Adequate,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Adequate,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Adequate,Adequate,Adequate,Good,Excellent,Excellent,Good,Adequate,Adequate,Excellent,Excellent,Excellent,Good,Adequate,Good,Excellent,Excellent,Excellent,,Strongly agree,Strongly agree,Strongly agree,"Some do, other do not",Yes,Yes,Somewhat,Yes,Somewhat,Yes,Somewhat,Adequate,"In a private level, by email or arranging a meeting with the coordinator at the University. We use a private facebook group to share information on a daily bases.",Yes,,,Good,Good,Good,Excellent,Excellent,Excellent,Agree,Strongly agree,,,Yes,Yes,,"Participation in real projects, fieldtrips and internships.",,Excellent,Good,Good,No answer,Excellent,Excellent,Excellent,,,,Excellent,Excellent,Good
671,1980-01-01 00:00:00,13,en,250786luma,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Excellent,Excellent,Good,Excellent,Excellent,,Good,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",I am not sure,Yes,Yes,Yes,Yes,Yes,Yes,Strong,Primarily fill in required questionnaire which we are demanded to do. Program coordinator and  all professors are available through e-mail all the time.,Yes,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Agree,Strongly agree,,Strongly agree,Yes,Yes,networking among students and promotion of programs.,- more practical examples - more case studies - more defined course requierments,,Excellent,Good,Adequate,Good,Excellent,Excellent,Excellent,,,,Excellent,Excellent,Excellent
791,1980-01-01 00:00:00,13,en,251190ANLU,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Inadequate,Inadequate,Adequate,Adequate,Good,Good,Adequate,Good,Good,Adequate,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Adequate,Good,Good,Good,Good,Adequate,Good,Good,Good,Good,Adequate,Adequate,Adequate,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Excellent,Good,Good,Excellent,Good,Inadequate,Adequate,Adequate,Adequate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Good,,Agree,Agree,Agree,I am not sure,I am not sure,Yes,Yes,Yes,Yes,Yes,Yes,Adequate,,,,,Adequate,Inadequate,Excellent,Excellent,Excellent,Excellent,Agree,Agree,Neutral,Disagree,Yes,Yes,,,,Excellent,Good,Adequate,Adequate,Excellent,Good,Good,,,,Adequate,Good,Good
2855,1980-01-01 00:00:00,13,en,261288KIPE,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,It was all well coordinated.,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,,Very strong,"He or she would write an email, or request a meeting with the programme coordinator, who would then forward the issue to the relevant persons.",Yes,Changes have been made for the following generations.,The channels are functioning perfectly.,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,,,Yes,Yes,The issue of the continuation of the Erasmus Mundus brand in general.,,,Excellent,Excellent,Excellent,No answer,Excellent,Excellent,Excellent,,,,No answer,Excellent,Excellent
1454,1980-01-01 00:00:00,13,en,27/04/89,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,"I don't think so, it was the best education program I could dream of!",Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very strong,Talk to the student representative that would inform the consortium or the concerned professor.,Yes,I believe all comments were taken into consideration.,I don't know,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Good communication about the program and inside the program.,I don't know,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
1578,1980-01-01 00:00:00,13,en,270680LE,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Adequate,Adequate,,Excellent,Good,,Excellent,Excellent,Good,Excellent,,Excellent,Excellent,Excellent,,Excellent,Excellent,Adequate,Excellent,,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,,Good,Good,Excellent,Excellent,Excellent,,Good,Good,Excellent,Excellent,Excellent,The more information the better!  We were lucky to have class representatives to help us!,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,Through the student representative.,Yes,I see that they have taken our suggestions from 2011 and 2012 and have already implemented them for the students who recently started the program.  That makes me SO happy!,,Good,Adequate,Good,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Agree,,Yes,Yes,,I really don't have much more to add here.  Sorry!,,Excellent,Good,Excellent,Inadequate,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
1307,1980-01-01 00:00:00,13,en,270790YUCU,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Inadequate,Adequate,Inadequate,Excellent,Good,Adequate,Good,Good,,,,,,,,,,,,,,,,,,,Adequate,Adequate,Adequate,Good,Good,Excellent,,,,,,,,,,,,,Excellent,Good,Adequate,Good,Good,Adequate,,,,,,,,,,,,,Good,,,,Neutral,Neutral,Disagree,I am not sure,No,No,No,,,,,Weak,communicate on the facebook and write email to the faculty.,Yes,,"give evaluation to courses once or twice a semester, and have a opening  meeting about it with students , let everybody talk about what they thinking about the courses.",Good,Adequate,,,,,Strongly agree,Neutral,No answer,No answer,Yes,No,,exercise facility quality of some of the courses,everything is going pretty good now.  appreciate the program.,Adequate,No answer,Adequate,No answer,Good,Adequate,Good,,,,Good,Adequate,Excellent
1270,1980-01-01 00:00:00,13,en,280188crmi,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Excellent,Good,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Good,Good,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,I think there should always be the possibility for the single person with particular needs of any kind realted to moving into the new country to have a tutor representative of the Uni that dedicates his time to his needs only and supports the student on specific issues. This of course just for the first 2/3 weeks.,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very strong,"Through the emtm coordinator's email and phone, and I can assure our coordinator Xavier Palomares has always been very kind and prompt to help with any issue.",Yes,,"I think it is good the way it is, as it allows for a feedback to the single university and a feedback to the consortium. It is good that the consortium allows for openended questions, as they provide more information.",Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Agree,Strongly agree,Neutral,Yes,Yes,The need to strengthen contacts with the businesses for the students to have a professional future after graduation but also a professional experience along the studies. Internships should be an integral part of the program.,Internships Bureaucracy (recognition of documents from one country to the other) Grading system: our grades should be expressed also in a unified manner (same for the three unis) at any exam results publication,More administrative staff members are needed. The workload is too much for just one coordinator,Excellent,Excellent,Good,No answer,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No answer
1678,1980-01-01 00:00:00,13,en,280288JUAU,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Adequate,Good,Good,Good,Good,Good,,Good,Good,Adequate,Good,Good,Good,Good,Good,,Good,Good,Adequate,Good,Good,Good,,Good,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Printed standartized handout sheet with all necessary info for all the three universities,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Somewhat (weak or unclear systems),Yes,Yes,Yes,Yes,Yes,Yes,Strong,write an email to the main coordinator of the course who discusses the issue with the other members of the consortium,Yes,At least they tried to,better collaboration between the three universities,Good,Excellent,Good,Excellent,Good,Excellent,Agree,Strongly agree,Agree,,Yes,Yes,standartization,unconformity of the three universities concerning administration differences in teaching styles and grading,more standartization of administrational issues would make the arrival and stay at each of the three universities much easier,Excellent,Good,Adequate,No answer,Good,Excellent,Good,Excellent,Good,No answer,Good,Excellent,Excellent
